Date,"Slack (software)"
2018-03-09,1339
2018-03-10,576
2018-03-11,624
2018-03-12,1544
2018-03-13,1486
2018-03-14,1457
2018-03-15,1425
2018-03-16,1210
2018-03-17,537
2018-03-18,575
2018-03-19,1433
2018-03-20,1507
2018-03-21,1597
2018-03-22,1717
2018-03-23,1373
2018-03-24,544
2018-03-25,541
2018-03-26,1424
2018-03-27,1488
2018-03-28,1422
2018-03-29,1354
2018-03-30,826
2018-03-31,432
2018-04-01,456
2018-04-02,1052
2018-04-03,1411
2018-04-04,1439
2018-04-05,1400
2018-04-06,1202
2018-04-07,514
2018-04-08,566
2018-04-09,1435
2018-04-10,1464
2018-04-11,1519
2018-04-12,1541
2018-04-13,1282
2018-04-14,501
2018-04-15,521
2018-04-16,1466
2018-04-17,1541
2018-04-18,1427
2018-04-19,1382
2018-04-20,1171
2018-04-21,537
2018-04-22,579
2018-04-23,1451
2018-04-24,1491
2018-04-25,1488
2018-04-26,1408
2018-04-27,1142
2018-04-28,518
2018-04-29,513
2018-04-30,1487
2018-05-01,1217
2018-05-02,1381
2018-05-03,1386
2018-05-04,1201
2018-05-05,452
2018-05-06,502
2018-05-07,1257
2018-05-08,1740
2018-05-09,1681
2018-05-10,1421
2018-05-11,1271
2018-05-12,531
2018-05-13,532
2018-05-14,1391
2018-05-15,1472
2018-05-16,1498
2018-05-17,1533
2018-05-18,1324
2018-05-19,495
2018-05-20,488
2018-05-21,1744
2018-05-22,1527
2018-05-23,1664
2018-05-24,1558
2018-05-25,1182
2018-05-26,433
2018-05-27,421
2018-05-28,918
2018-05-29,1354
2018-05-30,1554
2018-05-31,1383
2018-06-01,1228
2018-06-02,491
2018-06-03,528
2018-06-04,1787
2018-06-05,1612
2018-06-06,1527
2018-06-07,1579
2018-06-08,1298
2018-06-09,452
2018-06-10,487
2018-06-11,1372
2018-06-12,1369
2018-06-13,1439
2018-06-14,0
2018-06-15,1154
